LAMMPS data file via write_data, version 22 Sep 2017, timestep = 100352

6000 atoms
4 atom types
5000 bonds
3 bond types
7000 angles
3 angle types
3000 dihedrals
1 dihedral types

-2.2132527831979665e+01 2.2132527831979665e+01 xlo xhi
-2.2131362737251273e+01 2.2131362737251273e+01 ylo yhi
-2.2130197642521988e+01 2.2130197642521988e+01 zlo zhi

Masses

1 12.01
2 1.008
3 12.01
4 14.01

Pair Coeffs # lj/cut/coul/long

1 0.109326 3.4
2 0.0156904 2.65
3 0.209859 3.4
4 0.169886 3.25

Bond Coeffs # harmonic

1 337.075 1.092
2 368.054 1.47
3 1013.82 1.138

Angle Coeffs # harmonic

1 58.061 178.5
2 39.4037 108.35
3 48.217 109.75

Dihedral Coeffs # charmm

1 0 2 180 0

Atoms # full

3863 644 3 4.6143699999999999e-01 -1.9019863427733330e+01 -2.1704484988338145e+01 -1.7545903152737136e+01 1 0 1
3859 644 1 -4.7574800000000000e-01 -1.8108113202105343e+01 -2.1390822112085360e+01 -1.6440532797205115e+01 1 0 1
4819 804 1 -4.7574800000000000e-01 -1.6098173034732490e+01 -1.1411360768330310e+01 -6.5942667805299404e+00 0 0 0
2724 454 4 -5.0581699999999996e-01 -1.7330038705008448e+01 -1.9984079846527614e+01 -2.0182051606050983e+01 0 0 0
5013 836 2 1.7337600000000000e-01 -1.5111759521763561e+01 -1.9152036339027674e+01 -1.9167138160402683e+01 0 0 0
3860 644 2 1.7337600000000000e-01 -1.8036563013825614e+01 -2.0344198922015035e+01 -1.6178066668263071e+01 1 0 1
5014 836 2 1.7337600000000000e-01 -1.3316811467217823e+01 -1.9112311440341070e+01 -1.8939150777584654e+01 0 0 0
5015 836 3 4.6143699999999999e-01 -1.4544825341992327e+01 -1.9485125519313282e+01 -1.7250641918839356e+01 0 0 0
5011 836 1 -4.7574800000000000e-01 -1.4304447797640137e+01 -1.8770547488773012e+01 -1.8526078463762587e+01 0 0 0
5012 836 2 1.7337600000000000e-01 -1.4412672607687636e+01 -1.7727677789876282e+01 -1.8376771101064513e+01 0 0 0
172 29 2 1.7337600000000000e-01 -2.1014040514858202e+01 -1.6324533370794569e+01 -4.5693932673904776e+00 1 0 0
3862 644 2 1.7337600000000000e-01 -1.8322158079682762e+01 -2.1996626834963521e+01 -1.5572533544836986e+01 1 0 1
5016 836 4 -5.0581699999999996e-01 -1.4800770122302938e+01 -2.0038188621651315e+01 -1.6329572612952514e+01 0 0 0
2723 454 3 4.6143699999999999e-01 -1.8380163596784826e+01 -1.9507176475292002e+01 -2.0164413567026358e+01 0 0 0
2721 454 2 1.7337600000000000e-01 -1.9525022777527958e+01 -1.7886547342708013e+01 -2.0738476411434181e+01 0 0 0
1648 275 2 1.7337600000000000e-01 -1.8720353860766405e+01 -7.4897365946669314e+00 -2.6799841372240074e+00 1 0 0
169 29 1 -4.7574800000000000e-01 -2.1528855923437366e+01 -1.5546903253390999e+01 -4.0210516798967149e+00 1 0 0
4326 721 4 -5.0581699999999996e-01 -1.3536560903565960e+01 -1.9684469959512978e+01 -2.1883424762572950e+01 0 0 0
5656 943 2 1.7337600000000000e-01 -1.1579602347668272e+01 -1.7565743009837661e+01 -1.9825604367123084e+01 1 0 0
4924 821 2 1.7337600000000000e-01 -2.1290685181315233e+01 -1.6513092662298479e+01 -1.4993218909517953e+01 1 0 0
1706 285 2 1.7337600000000000e-01 -1.8596109882986667e+01 -1.1543054555426494e+01 -3.3033331698333370e+00 1 1 0
5379 897 2 1.7337600000000000e-01 -1.1091944211192903e+01 -1.1678441631343649e+01 -4.9481631439886407e+00 1 1 0
2038 340 2 1.7337600000000000e-01 -1.9091013765570768e+01 -1.0222698207356679e+01 -2.1007863000215071e+01 0 0 1
5394 899 4 -5.0581699999999996e-01 -1.8207544204961902e+01 -1.6470193499528818e+01 -1.7533895138591859e+01 0 0 0
5393 899 3 4.6143699999999999e-01 -1.7445811285725078e+01 -1.6424326435970578e+01 -1.6694571809058221e+01 0 0 0
5390 899 2 1.7337600000000000e-01 -1.6747940363417769e+01 -1.5556567018557354e+01 -1.4822937494960948e+01 0 0 0
4881 814 2 1.7337600000000000e-01 -1.4919308002610315e+01 -2.1367797196254536e+01 -5.5361286412458703e+00 1 0 0
4297 717 1 -4.7574800000000000e-01 -1.1678375217449874e+01 -2.1875518345338953e+01 -1.8559693370296163e+01 0 0 0
5391 899 2 1.7337600000000000e-01 -1.5520828973353520e+01 -1.6375751149228524e+01 -1.5972593805975809e+01 0 0 0
5389 899 1 -4.7574800000000000e-01 -1.6536306411114595e+01 -1.6345947088426783e+01 -1.5563805078949768e+01 0 0 0
5392 899 2 1.7337600000000000e-01 -1.6594382263930868e+01 -1.7278471477207752e+01 -1.4981009387491294e+01 0 0 0
2722 454 2 1.7337600000000000e-01 -2.0121888097258790e+01 -1.8748741696139543e+01 -1.9244298817842836e+01 0 0 0
3861 644 2 1.7337600000000000e-01 -1.7155003256129675e+01 -2.1661845595168231e+01 -1.6819673960885456e+01 1 0 1
2719 454 1 -4.7574800000000000e-01 -1.9686510169929644e+01 -1.8857034136446948e+01 -2.0258066167570977e+01 0 0 0
852 142 4 -5.0581699999999996e-01 -1.2948161362395670e+01 -1.6150699613213767e+01 -1.4624225332694230e+01 0 0 0
5678 947 2 1.7337600000000000e-01 -1.1878324581086668e+01 -1.9641921824285838e+01 -1.4543825333961550e+01 0 0 0
4823 804 3 4.6143699999999999e-01 -1.5722875599430797e+01 -1.1854551144876623e+01 -5.2976415762391156e+00 0 0 0
1258 210 2 1.7337600000000000e-01 -1.7993143943927571e+01 -1.5873861512457349e+01 -2.0908515028249433e+01 0 0 0
2720 454 2 1.7337600000000000e-01 -2.0308470596622296e+01 -1.9541288124827833e+01 -2.0834972220582070e+01 0 0 0
2650 442 2 1.7337600000000000e-01 -2.2039317538924788e+01 -1.4536180662312750e+01 -7.3283976026939506e+00 0 0 0
4749 792 2 1.7337600000000000e-01 -2.0507363409430688e+01 -2.1473334800498751e+01 -3.7285924933049017e+00 1 1 0
1978 330 2 1.7337600000000000e-01 -2.0138528404493911e+01 -7.4830680138020078e+00 -1.0058030798279619e+01 1 0 0
